gene_id,Ah11_30_21,Ah11_30_22,Ah11_34_21,Ah11_34_22,Ah17_30_21,Ah17_30_22,Ah17_34_21,Ah17_34_22,Ah2_30_21,Ah2_30_22,Ah2_34_21,Ah2_34_22,Ah4_30_21,Ah4_30_22,Ah4_34_21,Ah4_34_22,Ah8_30_21,Ah8_30_22,Ah8_34_22
ahya_s0103.g3,273,293,114,475,334,656,332,479,90,473,210,466,445,509,100,409,326,326,323
ahya_s0103.g2,14203,5933,3012,12309,12896,11438,14920,12161,7643,11529,5611,9694,19037,9999,4836,13441,9497,7927,9207
ahya_s0039.g6,0,19,0,27,40,78,87,88,31,29,93,36,362,44,32,76,6,82,37
ahya_s0039.g7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahya_s0039.g8,0,0,0,26,0,0,0,0,0,0,0,0,224,19,62,16,0,14,0
ahya_s0039.g9,0,4,0,28,16,51,0,19,0,49,0,26,136,75,17,44,0,13,9
ahya_s0039.g11,0,0,0,0,21,77,5,39,0,55,0,39,176,22,0,19,0,8,3
ahya_s0039.g39,0,8,0,13,0,26,0,5,0,25,0,1,7,0,0,6,0,6,10
ahya_s0039.g42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ahya_s0039.g43,12131,1882,2951,4589,6226,4500,7776,3340,4648,4235,2106,3147,7318,3529,2347,4419,4571,3531,3524
ahya_s0039.g51,209,42,10,160,212,144,150,145,12,93,0,137,99,142,82,187,24,46,211
ahya_s0039.g53,0,17,28,27,25,28,0,13,0,27,0,5,42,18,0,11,0,53,24
ahya_s0039.g59,0,3,0,3,6,10,4,0,1,12,0,7,0,3,0,0,0,15,14
ahya_s0039.g65,159,38,108,170,102,51,97,18,44,15,80,25,276,115,217,147,0,81,86
ahya_s0039.g77,121,101,15,22,444,212,239,23,144,226,147,22,125,124,134,39,9,144,87
ahya_s0039.g81,1392,888,407,1943,1222,1125,1308,815,73,1032,75,706,1257,1064,348,1661,216,1136,1592
ahya_s0039.g83,476,344,64,1217,291,627,109,1118,0,662,0,787,189,793,116,1286,112,698,1248
ahya_s0039.g88,219,90,138,196,93,41,137,35,76,18,0,10,51,122,64,161,104,128,98
ahya_s0039.g100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ahya_s0039.g121,0,0,0,8,0,0,2,17,0,4,0,7,0,3,0,0,0,0,5
ahya_s0039.g127,0,0,0,0,0,0,0,0,0,0,0,0,22,191,45,104,0,4,3
ahya_s0039.g1,632,314,41,1211,918,698,855,988,31,460,127,925,596,521,451,2369,105,465,1498
ahya_s0039.g2,548,333,194,884,722,778,765,843,125,730,272,731,1171,612,326,1183,188,564,661
ahya_s0039.g3,93,55,0,141,40,53,28,48,0,81,0,41,0,79,10,105,0,63,111
ahya_s0039.g4,1520,822,404,1963,1121,1533,1206,1128,729,1325,556,1141,2665,1140,621,1670,440,1005,1267
ahya_s0039.g5,433,149,115,439,72,168,38,212,135,166,391,195,162,69,103,80,48,98,107
ahya_s0039.g10,16,42,11,193,79,12,17,15,0,4,0,6,44,106,0,144,32,55,78
ahya_s0039.g12,13,0,27,9,0,0,0,0,0,0,0,0,5,15,0,1,0,0,0
ahya_s0039.g13,11,21,20,13,0,0,4,24,0,12,0,6,10,25,0,16,0,0,0
ahya_s0039.g14,233,136,87,631,773,380,559,683,113,303,125,453,442,317,117,1105,191,167,474
ahya_s0039.g15,113,134,22,115,67,134,248,75,37,137,0,95,35,196,40,73,100,101,94
ahya_s0039.g16,3885,503,1783,1279,3432,1275,2756,1325,5946,1145,1522,974,3062,1287,1717,1592,3159,1000,963
ahya_s0039.g17,62,57,0,110,105,154,105,37,55,105,23,81,99,131,27,113,0,79,86
ahya_s0039.g18,36056,13835,7342,32290,30643,23082,37163,11096,7805,25257,8346,11906,29185,26106,16519,36368,11923,19544,19484
ahya_s0039.g19,338,238,70,433,285,304,344,317,88,411,72,294,445,365,161,316,139,257,310
ahya_s0039.g20,1029,497,214,1180,1570,1618,1090,980,403,1362,2322,1052,1456,1259,586,1480,217,589,885
ahya_s0039.g21,1521,864,516,2316,2195,1680,2442,1834,527,1536,1524,1702,3186,1505,724,2960,590,1275,1718
ahya_s0039.g22,2312,1138,1089,2760,1876,1655,1199,1242,218,1528,434,1281,2274,1630,494,1595,600,1790,1582
ahya_s0039.g23,3197,942,948,3947,4585,2718,6990,3538,1401,2549,2414,3782,7510,2337,3989,6329,1325,1644,3461
ahya_s0039.g24,98,139,57,324,201,223,147,156,1,205,219,125,148,224,58,296,30,126,184
ahya_s0039.g25,326,227,108,515,248,376,183,379,19,398,465,368,292,317,116,601,69,212,381
ahya_s0039.g26,1167,359,158,959,1265,788,1208,778,156,676,109,704,1059,797,446,1039,587,460,618
ahya_s0039.g27,1109,415,200,1109,588,626,612,542,324,479,0,432,919,774,253,1225,143,821,702
ahya_s0039.g28,1180,244,418,822,377,597,549,886,400,614,1155,649,298,138,343,384,83,301,536
ahya_s0039.g29,1929,707,618,3087,1516,1473,1809,3259,1318,1235,1562,2667,3039,1385,712,4392,1514,825,2350
ahya_s0039.g30,266,63,14,465,227,151,305,295,153,170,243,270,203,168,135,523,73,114,325
ahya_s0039.g31,636,515,145,879,580,808,324,529,59,660,148,440,466,959,132,957,9,456,454
ahya_s0039.g32,8622,728,2436,2669,4760,1943,2039,5651,9128,1463,3062,3369,7778,1350,1618,3919,5304,1111,1696
ahya_s0039.g33,2035,1394,820,2962,1672,3226,1343,2215,132,3018,436,2394,2274,2902,753,2658,393,2356,2207
ahya_s0039.g34,298,255,98,705,311,446,470,533,199,376,244,482,966,320,119,628,145,301,438
ahya_s0039.g35,230,152,19,356,119,310,117,230,108,344,44,182,291,190,24,286,18,224,156
ahya_s0039.g36,1369,338,206,1486,975,1567,1383,1327,420,1294,486,1255,2134,1113,405,2314,494,1038,981
ahya_s0039.g37,69,28,8,63,84,200,96,28,0,150,17,51,136,114,10,122,11,103,75
ahya_s0039.g38,33,6,0,0,0,21,7,0,0,25,0,8,0,4,11,3,8,19,13
ahya_s0039.g40,12285,4227,1917,8754,7478,6685,10341,7210,4801,6315,3605,7088,13398,6699,3196,13047,9571,5277,5713
ahya_s0039.g41,320,197,82,501,238,432,275,364,100,397,215,223,193,239,56,312,79,220,332
ahya_s0039.g44,97,212,119,216,671,673,216,393,15,729,50,448,334,652,236,507,14,639,437
ahya_s0039.g45,133,126,46,440,75,197,84,560,58,260,282,461,289,107,85,202,23,125,239
ahya_s0039.g46,8521,2567,3428,7377,6440,3651,4831,8521,5012,3328,9788,5741,19071,4487,1885,7033,3951,2578,4381
ahya_s0039.g47,6244,1167,1721,4892,5006,2356,958,7529,3599,2572,5732,4761,15223,3141,589,6123,5101,1072,1908
ahya_s0039.g48,3225,1295,863,2879,3967,3703,1541,4381,837,3384,1122,3963,5914,3402,818,3985,3239,1889,2104
ahya_s0039.g49,664,478,243,2020,571,762,355,1214,25,873,106,1217,370,829,185,2055,47,563,1482
ahya_s0039.g50,91,90,45,318,117,163,61,146,0,197,0,161,37,170,23,224,0,116,199
ahya_s0039.g52,29834,16692,7067,37267,28404,44887,26052,44528,13145,30887,17079,34395,39133,28116,12074,49586,25235,24869,30799
ahya_s0039.g54,1912,1656,540,2623,1580,3255,378,2151,27,3057,99,2217,767,3476,442,3341,181,2132,1869
ahya_s0039.g55,466,430,153,660,363,548,144,284,0,561,0,332,201,706,76,602,16,519,312
ahya_s0039.g56,541,532,43,963,168,1117,42,403,0,970,0,570,157,427,122,389,0,382,433
ahya_s0039.g57,2,18,0,0,7,11,4,6,0,10,0,17,11,0,0,0,0,33,14
ahya_s0039.g58,792,730,170,1433,554,1700,203,734,8,1510,0,970,138,1195,85,1074,56,1128,912
ahya_s0039.g60,874,633,189,1336,379,1667,80,733,58,1491,49,772,127,946,85,839,38,893,604
ahya_s0039.g61,14,25,23,0,58,52,0,8,0,46,0,3,0,37,24,0,0,18,0
ahya_s0039.g62,169,93,29,259,93,155,111,179,16,174,0,160,156,182,31,307,0,158,202
ahya_s0039.g63,198,242,86,574,204,371,284,382,35,356,55,396,391,564,176,756,15,238,377
ahya_s0039.g64,1107,759,301,2098,1367,1469,1538,1499,214,1433,630,1328,1905,1417,482,2269,225,1047,1334
ahya_s0039.g66,551,261,311,1149,321,364,342,440,7,310,19,472,358,386,229,845,18,615,1020
ahya_s0039.g67,133,92,103,359,145,354,251,252,49,253,98,250,342,301,192,546,19,168,285
ahya_s0039.g68,4030,2074,1188,6758,3473,4641,4121,4576,1037,4493,440,4359,6889,4085,1440,5281,1945,4084,4088
ahya_s0039.g69,3655,2124,1702,5647,2977,3683,2434,3884,932,3592,2775,3723,3698,2941,1980,5379,994,2846,3723
ahya_s0039.g70,2275,240,1129,709,1251,553,1643,579,5167,388,1639,535,1319,427,807,1028,588,388,638
ahya_s0039.g71,4375,2633,705,6753,3648,4560,3300,5734,682,4221,2131,4645,5623,4738,931,6712,1453,3182,5123
ahya_s0039.g72,928,1286,468,3876,891,2781,1262,2553,266,2449,721,3154,4457,1884,653,2859,199,2343,3127
ahya_s0039.g73,719,397,126,1485,1280,1069,486,2770,142,1116,464,2230,2609,1102,405,1716,363,890,853
ahya_s0039.g74,185,111,54,237,155,190,17,165,18,266,0,104,83,85,11,103,11,109,146
ahya_s0039.g75,746,90,131,575,364,226,253,484,120,262,292,292,360,200,123,207,60,131,163
ahya_s0039.g76,436,280,203,450,232,434,174,284,85,365,614,237,308,332,110,170,153,313,365
ahya_s0039.g78,4882,2702,1457,4156,10323,5767,4066,1316,671,5566,2971,2283,9328,7575,2228,5087,1158,4258,3929
ahya_s0039.g79,548,641,315,540,949,741,1195,65,132,876,567,227,658,874,903,1181,101,883,1511
ahya_s0039.g80,464,239,172,473,608,513,287,265,119,466,259,296,258,476,268,427,39,398,446
ahya_s0039.g82,459,232,87,582,457,646,563,692,138,545,80,561,1161,447,120,587,232,490,414
ahya_s0039.g84,3272,1061,1099,2508,2737,1533,3024,1866,775,1220,590,1242,4950,1937,1607,2238,5530,1454,1421
ahya_s0039.g85,2152,938,532,2598,2195,1814,2145,3156,640,1823,773,2275,4234,1696,434,3074,1306,1419,1907
ahya_s0039.g86,5469,1102,2589,2572,4377,2673,3461,3177,8946,2514,3094,2383,4469,2586,2802,3340,6551,2004,2259
ahya_s0039.g87,1386,662,349,1651,1211,1324,1492,1617,219,1322,206,1189,1592,1433,382,2729,267,847,1160
ahya_s0039.g89,39894,8638,7703,33883,17910,16227,26803,30462,21846,14104,9576,25430,50696,14321,11698,36549,10716,12659,26371
ahya_s0039.g90,666,273,171,938,337,1151,349,639,171,853,251,549,327,565,97,491,0,164,183
ahya_s0039.g91,2556,1260,939,2936,2265,2609,1101,2380,708,2441,1062,2127,2623,1749,449,1740,984,1326,1480
ahya_s0039.g92,908,519,197,1100,848,1189,773,1442,83,927,431,1077,1456,927,265,1200,202,605,874
ahya_s0039.g93,1980,329,139,866,1149,882,763,335,188,899,78,241,354,745,653,985,139,481,687
ahya_s0039.g94,1874,946,282,2480,904,1469,1045,1064,415,1394,405,1021,1005,1455,394,1667,419,1105,1213
ahya_s0039.g95,1775,845,653,1649,1949,1862,1772,1017,199,1755,363,1154,2245,1799,750,1560,213,1371,1307
ahya_s0039.g96,344,312,208,684,1027,722,354,546,91,796,566,604,584,433,122,465,57,883,633
ahya_s0039.g97,141,37,16,55,201,92,113,23,0,97,0,38,55,106,58,103,70,99,51
ahya_s0039.g98,1151,661,420,1436,1192,1701,1049,1416,253,1414,161,1063,1746,1258,321,1527,268,1276,1018
ahya_s0039.g99,701,341,247,739,1051,914,1208,1259,361,823,397,854,1511,709,317,1211,354,506,561
ahya_s0039.g101,23,0,13,14,6,33,8,13,0,19,0,10,34,28,12,19,0,17,11
ahya_s0039.g102,6625,1201,1204,3851,4562,2112,3977,4101,2895,2043,3923,3288,5737,2607,2606,6591,2907,1336,3089
ahya_s0039.g103,285,101,40,338,147,178,228,143,45,184,194,175,169,209,111,365,46,157,258
ahya_s0039.g104,37175,15282,16894,42503,24741,20562,35629,26711,5107,19638,57603,24461,68490,24326,17690,48694,6460,19544,34079
ahya_s0039.g105,2424,1907,630,5475,2548,3663,4018,4979,930,3073,1928,4626,7234,4376,1755,8408,821,2628,4946
ahya_s0039.g106,124,63,28,132,125,106,80,91,15,106,0,49,27,74,8,96,25,54,84
ahya_s0039.g107,1962,1075,646,2258,1349,2560,1158,1904,369,2250,647,1783,2600,2531,771,3087,309,1684,1742
ahya_s0039.g108,272,421,63,640,542,448,335,271,77,406,17,307,642,302,76,627,44,317,404
ahya_s0039.g109,6220,1091,1157,4945,3123,2310,2228,6546,2062,1934,5222,4925,5670,2105,1554,4349,4808,1248,4055
ahya_s0039.g110,46132,12735,11536,30430,24797,16238,30271,20009,21024,16219,31170,21627,45564,9497,8135,20138,24133,15151,28540
ahya_s0039.g111,24426,11241,4212,18233,27635,18761,28797,19975,10811,19195,17446,19930,54566,26726,11486,42117,21562,11786,14568
ahya_s0039.g112,1032,514,291,978,730,698,831,486,180,756,154,451,1195,1205,606,915,166,1266,845
ahya_s0039.g113,950,560,114,744,1033,334,961,209,78,498,71,266,1658,941,421,903,556,102,90
ahya_s0039.g114,313,144,49,300,404,244,84,172,0,207,0,160,37,261,5,110,0,273,188
ahya_s0039.g115,1254,757,568,1241,2390,1178,593,886,83,1398,327,916,799,1329,249,682,46,1084,566
ahya_s0039.g116,220,294,195,250,1313,742,1280,419,994,898,1066,454,143,270,0,78,1177,288,165
ahya_s0039.g117,141,141,88,237,290,210,73,199,41,186,26,196,248,148,63,181,43,170,118
ahya_s0039.g118,350,318,261,704,454,571,261,386,53,432,218,430,427,460,125,528,80,501,447
ahya_s0039.g119,1898,1053,827,2640,2056,1547,2258,1777,562,1648,1490,1611,4379,1881,961,3163,521,1521,1966
ahya_s0039.g120,2172,1887,1004,4765,1613,2106,950,1597,315,1815,766,1515,1880,2265,357,3172,249,2478,2449
ahya_s0039.g122,240,215,36,278,527,362,259,212,178,279,243,140,198,354,176,464,225,262,189
ahya_s0039.g123,14808,1796,2783,21595,11295,8829,21546,21471,13784,4153,23974,20741,11355,3692,15376,24095,1814,5823,27169
ahya_s0039.g124,1513,320,864,487,1891,388,1841,416,1023,438,603,364,2318,601,734,874,3212,409,327
ahya_s0039.g125,338,135,53,337,196,156,196,255,0,188,0,105,277,242,84,693,44,122,248
ahya_s0039.g126,473,263,139,445,377,562,220,246,84,511,263,216,222,753,198,534,15,416,324
ahya_s0235.g1,39,26,14,30,46,4,33,12,0,0,0,4,0,35,11,80,0,15,40
ahya_s0235.g2,94,36,23,56,61,47,83,18,0,59,0,18,58,117,13,267,128,21,84
ahya_s0103.g84,12822,5096,5911,17302,9063,9687,13613,11955,5771,10070,9050,13175,15750,9799,6236,22071,6393,7108,13791
ahya_s0103.g17,592,205,132,615,355,367,200,188,8,261,0,262,85,275,85,354,0,785,896
ahya_s0103.g18,334,117,161,248,588,236,222,153,23,186,0,158,84,395,68,386,88,172,171
ahya_s0103.g25,1089,726,372,1908,1474,1328,596,1379,85,1188,0,1172,1427,1045,225,1272,116,1076,1080
ahya_s0103.g34,0,0,0,0,0,24,2,7,0,33,0,8,10,24,0,55,0,3,9
ahya_s0103.g43,1127,548,328,1626,941,883,652,988,328,956,371,859,966,920,253,1505,201,855,1381
ahya_s0103.g49,1781,1343,819,3060,1620,2638,1565,28328,414,2326,887,16750,12251,2426,470,4717,7599,1891,1902
ahya_s0103.g70,64,49,20,73,117,149,75,146,0,159,49,162,89,172,3,118,0,100,122
ahya_s0103.g81,238,166,36,314,276,343,300,169,34,267,34,183,140,174,72,211,63,227,231
ahya_s0103.g4,1592,770,350,2146,1338,743,1097,495,104,613,236,480,1448,1083,467,1958,1215,1461,1337
ahya_s0103.g5,326,202,43,477,322,441,231,232,18,396,0,315,133,452,60,879,69,375,558
ahya_s0103.g6,1878,931,338,1775,1310,1274,951,1189,970,1282,3124,2042,1721,1587,2385,3599,920,470,1368
ahya_s0103.g7,2279,1041,877,2332,2197,2078,1943,1674,851,2089,1274,1617,2615,2072,577,2378,785,1810,1709
ahya_s0103.g8,3978,1889,973,4859,3012,4088,3546,3077,850,3526,1442,2843,4292,2761,1159,4008,1721,2266,3031
ahya_s0103.g9,856,384,673,6760,622,552,452,7134,870,465,330,5602,7467,661,84,6072,3137,1021,5189
ahya_s0103.g10,576,531,214,1422,570,1245,414,2379,265,1346,435,1811,1612,878,277,1850,583,669,1045
ahya_s0103.g11,1073,678,328,1855,1045,1756,901,2348,342,1541,1466,2162,1894,1206,597,2461,244,966,1548
ahya_s0103.g12,942,298,236,1652,560,511,1210,999,429,448,545,1129,1494,528,546,1996,290,495,1609
ahya_s0103.g13,194,152,71,100,160,155,110,107,5,222,24,107,108,290,30,175,175,131,152
ahya_s0103.g14,64,21,11,41,18,26,15,97,0,18,0,60,16,32,16,85,0,20,49
ahya_s0103.g15,2350,509,974,1080,1340,711,961,587,932,632,1616,535,1458,1042,1126,1306,2192,770,1018
ahya_s0103.g16,1396,877,568,4038,1451,994,2071,1324,320,936,1637,1519,3440,1598,695,4257,299,1579,2866
ahya_s0103.g19,1172,617,304,1088,664,938,510,608,116,739,97,694,155,1047,148,1340,216,1043,1239
ahya_s0103.g20,1674,599,550,1460,850,1096,653,771,53,1066,411,816,904,713,449,960,402,745,969
ahya_s0103.g21,2034,1100,534,2708,1355,1813,946,2026,402,1998,1478,1658,1189,2013,302,2411,325,1125,1492
ahya_s0103.g22,32466,9486,8686,36767,19122,21127,16030,27668,8024,18045,2855,34007,17011,14776,13486,30899,8329,17220,29928
ahya_s0103.g23,8523,3411,1976,9608,6406,7294,9897,8223,3996,6909,14768,8191,17801,5972,3379,13248,3171,4551,7788
ahya_s0103.g24,10657,2702,1726,14155,5545,4908,7915,9797,5811,4670,24841,10438,12064,4935,5084,13935,3388,3233,8032
ahya_s0103.g26,60,15,0,24,47,105,12,50,1,57,1,64,16,38,12,43,5,36,61
ahya_s0103.g27,3984,405,2654,10229,569,1538,574,29489,13661,1711,21522,17822,12050,249,1758,10800,190,213,3437
ahya_s0103.g28,767,176,614,145,303,360,237,171,153,524,1013,113,913,483,187,660,0,317,219
ahya_s0103.g29,7312,844,6209,21656,1543,1234,2479,53800,4313,1250,66684,29195,18674,344,1420,16016,323,496,4788
ahya_s0103.g30,1988,254,732,3126,285,385,497,4157,989,462,7963,2942,383,60,47,2216,407,48,252
ahya_s0103.g31,39588,4017,12937,41268,5615,3546,7200,41541,11184,4862,87888,26474,9813,2017,2132,31227,10744,609,7215
ahya_s0103.g32,24,7,0,30,8,7,19,24,0,13,0,8,31,5,0,28,4,17,15
ahya_s0103.g33,41,0,3,0,0,0,0,4,0,10,0,6,0,0,0,0,0,5,4
ahya_s0103.g35,512,299,73,330,379,379,203,351,863,380,123,232,228,12,92,10,799,314,652
ahya_s0103.g36,35,0,6,13,21,95,10,48,27,49,0,27,21,245,0,122,0,167,92
ahya_s0103.g37,89,14,19,99,158,0,92,0,0,0,0,0,0,106,0,179,0,239,170
ahya_s0103.g38,858,514,366,1874,1004,1166,745,1680,153,1302,671,1664,1667,1558,540,3099,1464,963,1445
ahya_s0103.g39,455,419,36,816,542,203,194,121,37,257,6,110,729,533,192,1025,58,228,407
ahya_s0103.g40,79,91,6,173,139,231,181,78,24,243,8,64,47,286,111,415,15,120,145
ahya_s0103.g41,435,440,9,783,560,211,251,172,2,234,0,102,186,426,87,550,64,342,450
ahya_s0103.g42,889,216,108,622,569,459,420,437,202,488,461,519,704,452,379,506,124,415,653
ahya_s0103.g44,1365,577,251,1363,916,960,976,587,63,1001,100,590,737,895,380,1207,201,677,724
ahya_s0103.g45,731,325,83,994,1094,288,1307,280,44,291,0,263,311,239,225,430,1434,173,437
ahya_s0103.g46,2478,1228,905,4075,1553,2317,1367,7456,559,1985,651,4995,6886,2066,856,5352,6025,2733,4095
ahya_s0103.g47,1905,448,192,1156,766,355,674,300,78,337,0,238,2949,150,566,152,986,704,891
ahya_s0103.g48,217,69,94,171,382,67,125,114,145,96,123,146,338,201,59,206,647,69,116
ahya_s0103.g50,11011,4675,2746,13074,6330,8482,7863,9093,4717,9037,5409,8695,10133,8420,4493,14501,4116,7218,9290
ahya_s0103.g51,2681,1316,801,2989,2870,2851,1820,3184,427,2761,952,2873,4453,2252,726,3505,627,1449,2052
ahya_s0103.g52,3885,1343,514,2989,3288,2097,3222,3806,1030,2145,3019,2146,5355,2643,945,2160,2009,2154,2383
ahya_s0103.g53,597,245,13,211,671,493,558,156,191,616,377,179,0,0,0,0,693,206,57
ahya_s0103.g54,8,40,13,16,363,78,91,14,0,28,0,8,0,0,0,0,173,43,9
ahya_s0103.g55,12168,4882,2680,10536,7658,9500,9815,6936,2047,8683,7357,6546,11215,7741,3320,10137,4592,6785,6647
ahya_s0103.g56,17,2,1,15,18,5,8,11,4,8,0,12,16,24,2,26,0,13,11
ahya_s0103.g57,3320,517,917,886,1824,695,1934,533,380,521,156,546,874,1270,416,1088,564,794,732
ahya_s0103.g58,1986,610,552,983,1309,921,1465,515,289,834,724,559,432,855,176,792,549,911,705
ahya_s0103.g59,1274,664,627,1072,1662,1071,1331,519,527,1113,489,574,1148,1051,725,1051,648,963,583
ahya_s0103.g60,1542,130,460,321,809,293,624,155,861,286,396,113,296,307,635,308,584,262,326
ahya_s0103.g61,367,164,101,497,239,275,153,387,19,297,234,271,322,377,69,337,54,208,306
ahya_s0103.g62,273,85,32,161,149,97,174,194,83,72,71,133,249,249,103,484,242,78,156
ahya_s0103.g63,68854,64004,1891,1481,71,51165,63,121,4140,70121,16079,440,21376,154292,17053,2735,0,115543,9534
ahya_s0103.g64,227,36,32,53,297,67,467,161,128,60,53,105,144,103,107,101,678,86,98
ahya_s0103.g65,506,591,107,1435,860,892,486,559,114,863,391,716,301,1033,220,1540,81,584,607
ahya_s0103.g66,9886,2725,2458,9843,7016,5326,10648,7680,3982,4701,6194,6929,11622,5191,3007,12097,3994,4387,7513
ahya_s0103.g67,23,3,0,47,12,9,2,30,0,12,0,17,0,15,2,44,0,7,38
ahya_s0103.g68,1839,999,1238,3530,1539,1278,1699,1760,377,1347,2071,1876,2981,1777,777,3921,298,1390,2629
ahya_s0103.g69,12,38,0,41,0,49,15,49,0,72,0,49,31,44,0,21,12,47,48
ahya_s0103.g71,9,8,0,31,0,31,26,69,19,20,0,24,57,36,0,11,0,42,45
ahya_s0103.g72,2861,1054,619,5555,1755,7282,2354,2424,3129,4107,1412,2589,6860,2975,1157,3925,189,3181,4527
ahya_s0103.g73,441,138,83,733,240,804,333,55,38,610,172,138,546,519,101,352,32,781,651
ahya_s0103.g74,61,50,122,237,141,143,66,2860,66,113,79,1194,792,43,0,219,19,46,157
ahya_s0103.g75,29,24,35,20,0,86,39,83,49,78,0,76,198,38,12,0,9,32,25
ahya_s0103.g76,55,443,23,91,17,552,25,97,12,607,0,50,17,803,11,181,51,118,60
ahya_s0103.g77,7,11,0,8,7,18,0,14,0,53,48,24,11,5,34,5,43,27,18
ahya_s0103.g78,220,777,33,307,5190,3728,9751,4124,2365,4282,2847,3658,2010,6257,2799,4116,8280,2290,3960
ahya_s0103.g79,4,24,5,70,16,57,19,14,0,67,0,44,23,51,0,7,41,52,82
ahya_s0103.g80,4584,1544,582,6352,4266,4256,4350,7275,971,3743,2616,6503,9181,4831,1577,8652,2182,2462,5149
ahya_s0103.g82,1129,413,214,960,942,958,1151,690,376,859,246,653,1166,755,611,789,571,661,596
ahya_s0103.g83,774,295,103,1900,716,544,756,1105,641,455,953,939,1143,447,634,1836,377,417,1406
ahya_s1589.g1,185,111,36,108,12,104,107,46,30,115,289,43,403,767,18,348,165,349,611
ahya_s1353.g1,3089,1455,983,3198,2259,2679,2459,2176,1633,2774,2266,2015,4543,2957,1108,2501,1493,2404,1760
ahya_s0957.g1,27,42,20,54,664,137,132,58,0,107,0,55,152,523,55,369,11,359,365
ahya_s0935.g2,280,303,73,514,125,72,10,82,0,88,0,68,33,819,0,487,4,156,83
ahya_s1233.g1,37,193,16,242,54,363,73,48,0,307,63,71,179,472,20,337,38,401,117
ahya_s0590.g1,0,14,0,0,0,0,0,5,0,0,0,6,19,0,0,0,0,16,0
ahya_s1233.g2,223,165,17,170,54,109,134,24,35,150,45,53,72,251,66,142,80,223,113
ahya_s1233.g3,17,18,4,28,28,32,13,16,0,55,0,14,0,55,12,49,0,19,33
ahya_s0973.g1,0,0,0,0,0,197,0,291,104,168,365,296,527,0,47,0,0,116,241
ahya_s0512.g1,98,69,7,152,18,124,21,156,5,136,0,93,183,74,62,119,6,81,155
ahya_s0512.g2,641,262,136,492,194,394,112,437,136,398,281,369,734,393,309,675,99,428,533
ahya_s0235.g6,1142,805,205,2228,1193,1715,1334,1774,255,1501,1019,1467,1959,1339,446,2146,379,1150,1529
ahya_s0235.g13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahya_s0235.g20,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,7,0,0,3
ahya_s0235.g3,2397,2065,818,7906,2113,5178,768,3945,124,5182,240,4162,427,5015,342,2941,340,3425,4074
ahya_s0235.g4,4,3,5,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,7
ahya_s0235.g5,131586,15085,66084,40245,115749,26940,31118,30692,205702,28175,232854,28164,39657,28029,97565,50977,48198,20290,32098
ahya_s0235.g7,2435,1049,718,2769,1979,2608,2049,3005,1224,2688,1469,2683,6224,2575,698,2888,1626,1757,1973
ahya_s0235.g8,101,136,29,164,263,124,276,48,35,120,122,71,184,149,153,181,114,124,108
ahya_s0235.g9,3171,1754,637,5075,3577,3463,2345,3437,1403,3761,2675,3227,2833,3172,1366,4384,1540,2319,3245
ahya_s0235.g10,4,14,0,51,92,62,106,337,30,47,152,224,141,45,27,96,44,21,35
ahya_s0235.g11,4,13,1,8,21,5,38,23,14,5,66,32,49,3,4,16,7,0,2
ahya_s0235.g12,173,181,19,197,217,0,843,0,0,0,0,0,106,248,13,245,163,7,7
ahya_s0235.g14,128,219,9,514,209,298,95,157,0,305,88,152,135,259,20,292,0,243,356
ahya_s0235.g15,157,43,4,31,115,140,54,105,95,125,39,60,121,48,0,58,40,97,46
ahya_s0235.g16,7456,1508,2997,3688,4691,2867,3278,2724,5294,2747,3922,2658,3536,2975,3734,4372,2934,2281,3527
ahya_s0235.g17,1,10,0,21,0,181,3,50,0,193,0,69,50,162,14,97,0,42,22
ahya_s0235.g18,7,14,0,50,27,47,6,25,0,86,0,28,5,48,0,34,9,20,9
ahya_s0235.g19,183,213,59,376,153,173,85,216,20,120,0,226,113,81,47,317,43,168,118
ahya_s2524.g1,30,10,22,4,6,43,9,19,0,18,0,14,0,25,0,18,0,13,14
ahya_s0453.g3,102,37,36,95,78,173,29,148,0,127,38,121,62,150,8,93,22,115,62
ahya_s0453.g4,134,196,96,276,184,315,316,166,25,325,190,152,485,335,172,281,38,346,246
ahya_s0453.g5,127,38,8,101,89,215,112,661,110,209,309,672,525,72,148,227,49,113,89
ahya_s0453.g6,194,117,23,116,263,150,136,57,29,135,0,4,85,384,75,290,74,183,93
ahya_s0453.g1,2311,691,597,1758,1332,1767,1406,1411,1284,1685,159,1169,1396,1609,500,1723,574,1326,1262
ahya_s0453.g2,1011,648,348,2039,1129,1480,640,1657,72,1472,397,1686,1657,1349,492,2248,99,1267,1631
ahya_s0512.g3,3873,1019,786,2555,2235,1451,3807,1290,1704,1315,807,1149,2631,1900,807,2681,2552,1336,1434
ahya_s0512.g4,511,316,178,875,525,792,813,608,75,654,678,690,878,864,391,1798,52,520,811
ahya_s0512.g5,64389,76892,822,390,73562,1026,63142,8,0,970,397,12,79141,30988,86406,91,36537,86257,10714
